Datetime,btc,eth,usdt,bnb,ada,xrp,usdc,doge,dot,busd,uni,bch,ltc,sol,link,wbtc,matic,etc,xlm,theta,dai,icp,vet,fil,trx,cusdc,eos,xmr,aave,shib,atom,cdai,luna,cro,cake,okb,leo,ceth,algo,ftt,bsv,cel,amp,klay,xtz,neo,mkr,comp,miota,AVAX,snx,grt,ust,ksm,tfuel,egld,safemoon,dcr,rune,btt,hbar,ht,tusd,sushi,waves,chz,hbtc,stx,dash,steth,enj,zec,axs,yfi,hnt,xdc,xem,hot,kcs,tel,qnt,flow,pax,mana,zil,nexo,near,one,bat,mdx,titan,lusd,btg,bnt,qtum,zen,omi,cusdt,zrx,sc
2021-06-25,637182278361.56,224031601627.00,62855792951.84,45197924650.00,42788603868.64,29719538050.14,25546322300.89,33676926903.70,15493018060.92,9977385156.18,8906990339.27,8857193567.12,8750088576.68,8446654278.98,7919884168.03,6507715851.96,7231166811.67,5366490337.47,5965616742.03,6924219036.44,4935089656.53,4621124595.02,5056819065.04,4502252597.06,4656780533.44,3535252377.90,3594928620.23,3728825938.68,2565194480.11,3598384776.71,2318380377.35,2814967092.46,2215136360.56,2563228606.02,2439081236.71,2720940566.31,2271051056.81,2264620321.95,2622488572.57,2198699363.11,2395070192.78,2409272241.91,2921879752.64,2491522078.00,2222605520.28,2360632746.43,1940722821.31,1282696271.76,2187634973.00,1908751821.00,1029559076.73,1663342134.89,1909128397.69,1738502931.02,2388817791.93,1170112735.67,1734349566.74,1408857820.20,1719855856.98,1648709429.87,1607688380.61,1768918734.89,1410692122.67,1257178603.07,1338612359.00,1293931576.92,1360910529.82,718771369.87,1276781852.98,1041684090.54,943375619.54,1220051622.74,201946227.48,1094287087.88,1040408408.98,697752447.01,1012867726.37,1046465134.20,536525863.70,1255321797.98,1069078878.50,415505802.46,921279119.64,666912045.63,915797747.93,847771808.91,854618281.30,604223233.61,819870729.77,814665957.80,340555725.56,745137389.94,715235884.67,667013098.68,619216554.16,685360947.76,437460305.02,599916088.68,544534697.89,563658960.66
2021-06-26,593580581594.60,209340205680.89,62812013491.32,42764545031.70,39805448921.86,28103999261.34,25776783918.11,31408911119.91,14348108315.72,9943835924.05,8266853133.52,8366721865.30,8324193005.99,7796080594.97,7268239817.08,6053790291.50,6601033590.95,5070451590.94,5568886846.32,6410702788.56,4923649916.00,4063023555.51,4744793040.64,4290739620.32,4416043456.66,3549595025.19,3358189962.21,3504847987.40,2358485247.66,3591629855.09,2172333683.56,2785393406.04,2117897237.38,2393662572.97,2259023923.56,2568983440.24,2168858416.68,2084013381.36,2446269341.51,1978214725.35,2300805193.59,2242433687.51,2685605926.14,2359818151.21,2107285869.53,2178952199.87,1789129339.18,1179820737.05,2110385701.77,1755948839.47,917779933.54,1536707559.93,1915006124.62,1521760041.26,2160349275.20,1116692964.63,1704749877.94,1428653711.55,1459256026.93,1554553982.04,1552988818.72,1657697283.90,1423960705.59,1220252085.95,1345980769.16,1227207873.62,1261999281.78,664084923.76,1230515858.73,965397262.69,876886258.13,1145666985.88,193608567.99,1020419192.65,969353848.88,672578855.12,956151673.98,991437198.93,519896503.22,1166763112.79,1053094440.76,382027604.25,873480553.08,614213499.47,845228473.76,781275186.97,758954844.36,575569139.51,759466039.91,770554802.66,325010569.15,746311267.90,666682218.17,622785977.22,578270745.94,621731505.19,412350524.65,591729819.68,502844086.94,507864366.79
2021-06-27,619325528773.00,214583897719.21,62883894010.84,43035689556.93,40709472118.76,28305032617.55,25831573042.74,31937917931.83,14458807986.83,9978576885.75,8389102350.12,8595230592.56,8491444173.49,8223891871.38,7404790042.69,6308955026.30,6701304249.23,5157671302.01,5748882201.62,6520940988.18,4911584714.10,4238223283.98,4784985592.57,4426320271.45,4481142982.95,3561661941.40,3432749353.60,3602079714.00,2483546641.01,3687645215.95,2303709345.07,2762378908.26,2166906779.46,2546680061.09,2309370879.74,2591117665.70,2039759617.03,2135542197.47,2476272667.19,2011796692.52,2391874050.17,2097755102.05,2836993241.99,2398493971.87,2120336107.92,2163649466.14,1825080572.37,1248278999.79,2131873083.65,1790262081.79,950375731.47,1548423269.10,1913962763.62,1523116754.19,2195849943.27,1143028777.14,1724093289.77,1550106128.38,1484088729.83,1579398457.53,1554359168.53,1673941825.76,1433603541.75,1278160975.13,1350506804.36,1235152624.69,1317835909.30,684327580.48,1257310173.14,992250006.20,888339816.31,1145701261.92,199734601.68,1036289553.84,972061768.63,730787936.48,980679324.47,1013254677.10,542310767.12,1198476775.48,1051992190.87,401219967.91,882843548.05,620672960.70,852855145.53,675566145.49,765622154.47,646189423.95,773293085.78,790708837.56,334150464.47,745441667.31,690038654.67,635023654.78,613488553.26,635240529.71,416160925.88,588625167.04,506718492.39,514899879.98
2021-06-28,646892497608.59,233854233690.50,62827674591.20,44604719199.78,42465968639.10,29725200459.74,25970271432.52,33352241119.21,15086596522.59,10021244674.99,8908503214.74,9000419239.68,8796982758.43,8625231696.48,7948412518.59,6590354933.28,6981338640.17,5379342487.00,6021289075.43,6876513153.86,4920235723.70,5832132932.48,5071517531.49,4632708790.58,4648545845.33,3556956664.64,3607563173.67,3800178403.85,2683278193.08,3926881057.87,2762590990.66,2750141736.47,2237427797.70,2682504168.12,2429137704.11,2664484217.27,2217424399.11,2320151082.51,2600545735.87,2174293361.04,2475753039.61,2343416274.82,2881592268.38,2457239701.54,2200480802.61,2215294771.31,1916828151.06,1402477182.52,2222496001.34,1900137683.97,1022794286.88,1616253539.73,1911143786.98,1728081559.87,2249455164.93,1212582139.46,1841397746.10,1689614185.61,1685300742.70,1671250492.34,1584544463.28,1728864871.93,1408698607.20,1362514470.36,1381951607.42,1282964390.60,1379581224.37,728927905.17,1298037286.94,1084885844.81,934884260.91,1197948727.07,212521645.58,1092638448.15,1010506971.31,845674296.64,1017142831.74,1054761434.72,572069833.07,1264436106.56,1060823996.41,420853969.31,900244810.98,660455121.15,920995758.37,734244431.33,805883643.30,674987650.18,815863502.56,808941393.84,355390577.21,746244349.78,725482714.22,671331019.34,638470772.10,672271249.94,417958728.55,595149166.60,553021852.03,580651328.11
2021-06-29,661236895189.23,251936456310.49,62807932850.03,46555605905.45,43851354286.25,31250001930.13,25454483974.72,34105299622.98,16463209214.76,10097705278.97,9697913260.58,9984155778.19,9581404214.32,9322583882.97,8537417905.36,6846894634.70,7264178946.42,6505469379.81,6483822429.25,7243636376.00,4963877213.95,6655450313.60,5477401248.48,4845837275.20,4873329642.81,3541972038.51,3927650559.93,3940038171.51,3119343945.89,4382366091.93,3207806276.80,2848097675.86,2379338329.63,2850123497.74,2582838458.77,2911914623.96,2299861920.75,2491697697.10,2766387276.73,2292325409.65,2987739425.32,2609490619.70,2841147572.32,2603633949.49,2429449497.53,2472541685.61,2129421149.86,1700620077.58,2355742641.98,2002339945.42,1154617285.08,1709197153.04,1913068589.77,1983908519.49,2309854865.70,1470696539.61,1996073086.70,1761372670.54,1791053687.92,1852838119.37,1670841578.01,1832876488.04,1410728626.47,1503286912.28,1467624128.40,1341779574.95,1407081919.74,779974572.41,1441811843.11,1166609628.05,998559463.26,1350887752.35,233680438.78,1171799206.62,1101552077.13,933823476.14,1154557559.93,1102325952.70,585196537.05,1323197810.00,988506135.36,439374130.14,821402267.58,719132760.93,1044181274.35,787944662.58,861487515.63,697971779.43,880094172.94,829515069.83,399557894.08,746935733.95,834525181.14,727490096.07,723038417.76,734123420.40,418607827.96,602392065.66,610856653.08,617573885.99
2021-06-30,655200014156.66,250908233157.35,62700259954.75,45745753431.06,43159631714.81,31397596522.40,25264487455.88,32911950131.55,15916319235.68,10129278162.24,9431251423.96,9698781457.01,9478686662.69,8998617721.43,8312415734.04,6796500448.85,7141607334.91,7359561462.04,6403753443.95,6776822115.12,4999825960.79,6568998023.28,5736267046.26,5063282775.57,4745936751.57,2351639811.00,3870461042.94,3918511494.11,2974844441.21,4395620847.71,3200838839.19,1995038846.12,2512868130.10,2880654062.84,2547839202.90,2830831151.99,2308123003.17,2511554484.48,2687385990.39,2319761897.21,2775266856.20,2597155113.33,2755340524.80,2507828288.35,2437758036.59,2503710264.01,2130528479.57,1627915491.67,2273981968.26,2007853112.69,1109581345.14,1663882615.24,1912307764.94,1850496641.72,2170569978.02,1513084886.22,1989457348.25,1860822961.27,1792347773.98,1780574062.61,1633772304.48,1803202646.12,1503519059.17,1474509820.47,1642840662.69,1320673553.85,1401963933.95,788622670.17,1427385867.05,1191441971.34,1015324997.75,1424995780.75,279189623.84,1157374270.92,1104645338.46,900245540.70,1123273986.34,1081074585.63,568876055.21,1415122754.61,950471652.38,456707394.43,838353873.51,717158571.81,1026346232.66,808232027.03,830888987.68,667052837.67,872444890.31,822891846.29,393527363.31,749261610.62,891016285.20,721233608.00,770636538.61,753942985.14,412470529.71,613438605.27,596832757.51,603224854.44
2021-07-01,631150018295.26,250469834807.88,62701318668.61,44869055160.49,43069889249.47,30785386194.84,25230356652.23,32459181461.77,15578681123.38,10111694420.94,9541659980.66,9341103588.24,9165105334.44,9259738780.89,7918597635.63,6591349918.92,6951550371.25,6956727337.17,6246088923.61,6473893143.33,5164001925.40,6368618545.14,5570747735.34,4805803710.25,4670302867.45,2464991406.88,3785778233.91,3793407943.66,3101086693.43,4188292740.70,3121866464.86,2441606920.35,2496860982.79,2891339642.07,2465115633.89,2791198103.48,2351514725.32,2501631229.62,2623420288.69,2281895668.09,2676656524.42,2510310703.94,2736951413.28,2465403614.32,2440999249.57,2417002146.41,2363951490.00,1802142896.68,2227222547.88,1959301225.02,1098568707.72,1596240364.45,1910368221.73,1825574445.70,2041910535.37,1455745797.77,1950702377.55,1834287370.22,1716844154.64,1766492897.87,1722217648.96,1784914904.04,1506302362.07,1427410220.87,1573272059.66,1302183852.78,1349271309.67,795153529.09,1402663285.59,1221114482.35,1060652389.14,1384607949.16,307785569.83,1170809456.26,1111751645.84,1029053328.86,1167873661.57,1060388211.18,560915625.42,1510863241.78,889444835.68,455642757.25,842612484.86,726878128.67,1012524881.46,758932779.48,830979217.07,656121730.12,864987008.23,839253007.37,441470937.69,752945993.75,857664520.27,712792893.82,742437560.28,716453004.71,431434520.75,614938877.22,609604550.27,624050539.38
2021-07-02,625402803247.48,244169192782.87,62711874441.83,43768314271.46,42848486833.85,29846033236.96,25259392086.32,31675564544.95,15140669599.48,10350266567.66,9177806552.43,9156037871.19,8922386904.54,8945381852.62,7751334439.39,6535341017.06,6792837288.90,6703523813.19,6072982414.59,6069228887.59,5183862140.12,5882920465.17,5521332993.39,4767743156.66,4639038265.70,2570150465.11,3676502787.80,3713679722.80,2913763583.87,4118065611.59,3042275837.64,2443491862.59,2375693703.28,2803770705.25,2421973988.00,2730806807.38,2253226409.21,2441998471.78,2571848293.33,2286203637.93,2676600902.22,2592261030.31,2666550599.28,2407183126.70,2366986512.88,2418493282.43,2253140641.03,1779942473.18,2200874990.17,1883235213.17,1055094089.89,1561370066.03,1930059887.49,1766139721.45,1933018465.25,1443706976.75,1887641945.92,1744301840.96,1591984070.38,1727536186.32,1741619352.10,1752056439.14,1511228919.80,1374293964.41,1590310475.03,1263869258.85,1334880420.15,845594813.55,1357796851.65,1221464326.54,1015589465.45,1295010238.33,336538612.26,1122095616.89,1088773362.37,1128489861.56,1151942038.27,1045011558.71,553499354.55,1371898005.96,883122599.90,468834858.27,822238390.15,701550712.69,975378170.63,765637508.49,839327249.70,640882256.56,846301188.29,840727804.78,470953681.58,755403866.42,810358923.96,700899787.49,713724861.61,683051588.65,481184199.21,611235417.63,568817757.07,619679520.36
2021-07-03,648264042265.86,256714315267.22,62747111857.05,45413027003.90,45159920038.81,31017507562.78,25536367074.74,32257558592.65,15636097344.09,10656647185.01,9763188843.75,9520523763.94,9301520936.15,9483460234.14,8111460321.46,6768099119.21,7088362964.14,7281633701.11,6187202138.67,6239498748.69,5187453512.59,6318021682.40,5748569028.76,4988113520.93,4784465296.39,2671712521.49,3841328968.12,3844099206.17,3263862745.21,4287177803.46,3253943070.62,2517849769.78,2444918823.48,2990228725.13,2546516308.44,2804814530.05,2291894795.46,2579129705.50,2675201950.73,2415775843.92,2738274413.57,2717297645.55,2746313602.46,2509129787.11,2488018576.47,2599613524.76,2387171561.71,2006832734.48,2287596365.80,1968549091.10,1121740082.29,1778123808.75,1930824243.13,1868841713.98,1963134113.59,1571557891.52,1891640669.94,1874421616.10,1635768577.58,1775944250.97,1734921939.53,1783669510.96,1515917945.70,1437412969.69,1629665008.09,1289959012.26,1381850346.78,857893140.62,1418940912.60,1292646121.04,1055236543.80,1325841542.28,359269310.39,1170530154.34,1138324570.71,1311625684.38,1206725682.10,1084023422.50,575386077.23,1388501072.44,1029941616.36,504196935.88,887442960.87,728586729.57,1001846052.41,851897260.57,917147395.91,669944268.22,880879070.80,862322854.87,574802328.63,758864784.44,847756705.27,726258847.43,752090069.13,729681460.79,564009003.39,610678883.24,589482181.42,639871970.93
2021-07-04,665320615713.65,270495252536.89,62686076882.95,47158517128.47,46020232281.42,32045656827.58,25570700484.48,32419042672.40,15902051199.70,10646649619.39,10735886388.04,9794008220.59,9613853704.70,9529345596.18,8268724298.91,6935790203.31,7256491466.97,7382523510.35,6289353670.95,6329121348.77,5192450433.45,6664110475.45,5748374549.52,5053296813.93,4817592485.08,2716925544.46,3941775222.70,3974919564.93,3473572295.06,4353703332.95,3359070910.84,2523403380.44,2493271702.51,3098118031.52,2647182560.30,2876985035.65,2249365752.55,2727085877.15,2795901352.27,2412743226.15,2778018102.82,2943158320.06,2757082368.58,2551071518.29,2548634542.03,2656915557.60,2500738916.21,2188425399.26,2308528431.73,2048359519.58,1198497487.52,1962512272.43,1929812221.57,1878072704.73,2011648022.86,1684013243.94,1852680993.55,1890991785.19,1712599989.98,1806290684.43,1742074197.35,1820177211.49,1519970872.55,1500910566.86,1705030400.18,1307409495.10,1415699128.54,902537296.69,1430923823.28,1364848887.96,1107292732.30,1328963341.09,486837919.81,1195604473.66,1182479105.04,1327699115.92,1233251547.37,1108693438.97,590254110.64,1397387997.56,1030506343.42,552320689.53,888099460.72,758845105.47,1014364477.49,854622654.75,932752938.09,676112197.41,891135905.17,872371720.52,715013802.48,760762589.48,872135960.30,750421054.35,765093101.07,761348597.98,591169110.93,609935542.62,602578581.58,673348089.84
2021-07-05,643970287210.28,264458698677.50,62705161126.48,46519857925.82,45565884724.80,31299274556.98,25569917693.94,31642571627.92,15645762139.64,10710191428.25,10543819253.36,9683241234.61,9387328053.65,9228197320.97,8168722148.42,6720505962.24,7112598985.58,7137429371.70,6101906929.89,6170790146.65,5225785858.05,6269541416.38,5606286705.53,4903064879.51,4736786783.75,2820313466.53,3796740411.96,3818626816.65,3517934705.18,4227765118.36,3509771935.75,2812972954.16,2444215006.17,2992188375.37,2614970026.54,2808863236.47,2359261566.89,2711136727.36,2700059584.41,2297996629.86,2754046777.17,2880863353.09,2654563960.85,2579830740.30,2490867252.65,2582709096.95,2474224938.85,2346687973.23,2324884542.28,2093332480.28,1422417908.07,2168152834.37,1929198036.52,1824780093.92,1937950352.12,1698251205.23,1722572317.84,1783158781.11,1655075045.92,1779734479.34,1712731816.98,1794180845.90,1520300207.42,1459692186.07,1672577342.55,1287611159.81,1387417851.91,873110100.11,1380964176.95,1360064690.29,1058466552.91,1302202686.51,449475621.90,1162598491.74,1161350357.34,1395005044.91,1202269890.74,1080110108.06,612346544.97,1373053554.13,1039068885.83,525496028.49,907344144.61,741438416.68,985299757.13,847309597.87,912965630.82,669431742.14,872610572.61,860836767.24,697548366.51,766275029.36,842427954.17,750499654.40,743748379.41,734668375.86,664400327.85,617482655.08,591518557.32,655796182.63
2021-07-06,641207434029.14,269303808349.13,62696851649.99,48799922871.10,45667356268.68,30728574843.54,25644130951.27,30373086413.17,15764518067.54,10736238090.49,11577318953.46,9619470338.81,9231347591.80,9204271616.20,8586513215.38,6682824732.03,7095827110.86,7034557881.75,6037695763.67,6124571381.13,5225864710.31,6350621650.03,5518909612.45,4881695822.09,4660854675.37,3103543060.36,3718239648.23,3891916612.35,4194440414.54,4337285698.64,3673094701.22,2963063117.14,2615419935.74,3070605368.25,2896266927.51,2794287028.92,2541509113.06,2763075444.66,2810855358.38,2295370508.52,2692105043.93,2914560192.95,2652652808.42,2574837098.93,2428785025.11,2600524918.72,2652313137.53,2696912377.87,2363928966.17,2332177819.00,1895156290.28,2145001818.42,1931649766.76,1880504819.86,1905908682.93,1783283906.99,1749694150.24,1811448030.39,1911354608.09,1772718278.24,1662587602.72,1775826664.93,1531170576.01,1699722712.59,1632741911.85,1290218964.22,1359465612.44,890586624.02,1373077273.36,1396822252.27,1088814765.95,1293926162.33,576311175.95,1241344792.06,1162242291.00,1269188625.36,1198650958.12,1084015972.84,853960613.98,1314827866.61,1027742793.82,561689861.38,906605651.59,804608385.12,982074238.92,874435095.41,923021831.43,702628042.62,885289371.69,866586678.34,768082471.56,767277222.07,853499149.88,777675020.74,739784200.67,731053185.03,852546822.36,622115252.82,611582479.74,661683054.01
2021-07-07,650512509757.30,276029176518.19,62628393317.94,51581151009.35,45645715076.02,30911068284.73,25813289691.77,30499074613.88,16981176722.77,10774702639.97,11897191893.03,9841331462.26,9401847040.33,9574656780.66,9023614846.62,6810672723.89,7246232057.39,6999324830.15,6103858929.57,6260743260.50,5245791893.16,6352401580.34,5553755993.30,4948705771.44,4693637503.42,3174600639.49,3777159934.32,4014607168.35,4140354168.01,4341366440.44,3640498987.76,2974886839.56,2961937200.99,3053842460.00,3031707607.13,2846711817.70,2583880307.90,2891711730.60,2861555406.18,2599566728.90,2697709067.85,2925110298.82,2732309514.17,2575253702.78,2448718511.32,2669615080.74,2597838443.94,2553974436.88,2490003401.04,2347485807.11,1796026867.68,2082929124.53,1934495170.34,2131022169.97,1900312120.42,1738935165.37,1757267056.02,1816373278.23,1987575504.66,1787074435.25,1679646210.22,1788137729.80,1534069309.51,1750102499.20,1644684782.94,1442075251.06,1366359600.86,998267211.90,1406432081.11,1437727642.93,1234029343.79,1341945239.55,740177767.10,1304831082.94,1158559538.18,1229522538.80,1211881229.60,1096607056.51,1087093182.76,1296743445.74,1036291916.02,656657381.39,943842059.02,950784540.01,1000279887.53,943025148.35,963359604.33,845082357.63,949569237.94,879803541.61,719842956.14,764158446.45,853408651.14,801888087.02,749189591.36,761053433.81,763049877.00,622737190.34,660320488.18,677752270.16
2021-07-08,618551183073.12,254463247673.86,62626241990.46,48968661439.32,44015599910.69,29110938414.75,25925811633.92,27817495727.89,15737070612.40,10791083885.43,10817677858.54,9317548976.86,8848255538.70,9514385607.57,8275739602.30,6502539385.85,6834324866.66,6497898521.40,5757939857.90,6410888840.41,5249389517.85,5792460185.74,5116700248.51,4814142325.99,4436641406.44,3243431862.52,3517330400.57,3743019394.99,3860747956.40,4033551235.29,3370174803.42,3006061575.30,2829329414.43,2874115104.98,2815589212.42,2717761331.77,2595432141.36,2721918950.06,2724511710.09,2516481003.36,2614595251.32,2781642626.09,2696186727.01,2431233903.41,2278967730.83,2436481345.07,2436770974.07,2311557210.64,2308730041.87,2132738765.71,1597339927.61,1942893790.64,1933345533.25,1950606610.90,1958858072.80,1612250467.85,1729269616.46,1678710191.31,1802637902.31,1681144282.11,1594258502.07,1709058027.78,1524259364.96,1576447965.16,1564622633.90,1393683949.50,1316087983.41,1179554911.61,1314330105.56,1333632181.52,1218127958.24,1284492557.14,748501789.37,1198256990.41,1111162190.23,1115542332.42,1131005150.88,1042917520.86,923452461.77,1131248553.33,984048087.70,776688577.87,944523578.86,990951651.24,929405253.01,900221479.29,888568691.62,857173584.84,870742955.82,869407190.38,657488068.45,759918560.50,816970231.07,742797169.59,694954109.70,689511701.52,753273212.79,623192273.41,631726518.96,654901459.18
2021-07-09,619026438583.71,248050451607.53,62541309628.62,48090004111.73,42820977203.80,28722025182.53,26027099975.46,28170522212.81,15550079008.04,10808549737.01,10764271464.79,9193076869.34,8791391010.52,9042644194.19,8007464833.49,6504150002.75,6591174473.56,6365212471.02,5651732778.69,6024373144.49,5259670093.18,5443392618.96,4961820239.78,4699551668.26,4388289478.97,3269864202.18,3455641627.85,3698026380.21,3785768526.34,3967948012.03,3499031648.83,2994285161.50,3066195574.99,2937407512.90,2738223655.39,2663521432.43,2740866151.31,2631083206.55,2747535583.20,2534450696.39,2595932304.41,2716086285.32,2611923503.04,2404265717.52,2252147082.79,2395299484.19,2394483170.28,2207530851.75,2253180508.03,2115966481.14,1689168509.73,1947465286.49,1934538339.66,1877975401.47,1906335489.04,1694640899.90,1671624020.06,1610439786.31,1678554598.53,1640568426.86,1551787237.88,1674913692.71,1503184138.57,1543408984.78,1480050861.81,1305082498.51,1309110165.62,1131182897.60,1292169687.14,1327403911.04,1119973871.72,1232960942.90,688565324.05,1177954583.63,1099705954.61,1094805484.48,1093046879.92,1021898688.70,986299190.41,1045895098.89,975822250.37,664025437.77,938493079.96,848584097.64,905301466.33,888490700.79,858618783.62,881530732.26,840744558.48,869041419.06,862416157.49,759941597.36,792330868.69,728843415.30,665210460.05,670881961.39,654929453.42,624328403.19,706045628.09,632349338.54
2021-07-10,635610595758.58,248148999317.70,62532879435.34,48687318402.02,43096905962.45,29003444851.29,26129835410.46,28277097853.50,15589306095.89,10715518093.78,10760408145.17,9322925103.42,8901771572.53,9064249819.85,8007937506.66,6669642254.90,6608335574.49,6377420400.08,5681615898.58,5985670899.60,5258346884.36,5428893741.22,5028003919.08,4764977901.15,4449504896.17,4100510664.24,3912405993.88,3842432114.37,3851522296.87,3931010480.73,3713467703.22,3009363967.90,3368585521.64,3009614856.17,2828637048.05,2645221813.52,2754427098.14,2620172310.34,2774678137.46,2602062362.10,2601154930.14,2674493961.97,2643436913.19,2411796468.10,2313882340.98,2430243689.45,2422027844.19,2349914174.67,2241832797.89,2133347129.51,1768850878.78,1971862193.89,1936359848.47,1885763364.41,1884148294.32,1741432176.10,1668850302.04,1727751598.05,1681494180.62,1681100921.57,1545205575.15,1635866965.39,1519745361.35,1575487249.71,1478861688.70,1370908480.42,1348685466.69,1297322682.72,1299387774.25,1347330031.94,1222684201.09,1253517916.73,1001017215.79,1182871106.47,1132679755.71,1155762305.15,1100326737.88,1037053077.42,1006064997.09,1039400827.56,1017325706.57,878661180.33,923116984.77,958383564.62,903018831.11,914229162.70,860652750.39,878697012.27,848837980.36,872927222.34,891912727.84,758871300.89,793801988.36,740928446.72,684373389.24,681183313.39,634925111.17,633145111.95,691735812.48,632932150.39
2021-07-11,634228809105.59,247954565832.01,62556155897.97,49256675083.69,42999018855.00,29021346161.86,26166113941.23,27408019535.95,15567310551.62,10726543610.87,10593300444.62,9316166800.92,8978803301.11,8739580325.67,7995993165.95,6654663732.42,6557373544.63,6326871070.92,5706296772.49,5903326107.37,5258179218.32,5453667280.74,5014696438.56,4734247272.21,4417881796.35,4329444777.63,3796258764.88,3795080226.66,3789807179.65,3833780592.33,3972369857.64,3182889555.56,3511583783.25,3101192700.49,2925192339.88,2611869851.44,2755854245.49,2620749485.84,2815669217.86,2631428700.46,2605331132.36,2612601835.59,2610459289.25,2405666285.13,2356585802.13,2402908549.24,2414446205.86,2339458251.71,2225156684.97,2109162629.17,1777591591.28,2085565028.37,1935213067.62,1881846667.71,1843000177.15,1738329313.70,1678022136.47,1738170398.01,1677579930.87,1659535200.96,1542530851.59,1579821198.50,1512479608.97,1551645298.83,1423430061.62,1386022573.11,1299697969.76,1436841956.76,1305843044.15,1349868529.59,1251744464.08,1231085974.01,974503318.63,1196653171.81,1141803596.50,1131769451.36,1099542228.66,1026746048.77,1045176526.32,936983741.21,1028101032.61,949434785.84,922988363.87,983887220.17,897490988.12,913316173.75,901882793.32,852619152.27,836670552.71,860787610.95,873338199.34,759801927.97,772245732.44,738262241.09,685230567.23,677106227.47,647911092.04,629250679.00,661689392.69,625298057.33
